FilmID,Title,RunTimeMinutes,Genre
1240,Merantau,135,Martial Arts
1241,The Raid 2,150,Martial Arts
1242,Ong-Bak,108,Martial Arts
1243,Ong-Bak 2,98,Martial Arts
1244,Ong-Bak 3,95,Martial Arts
1245,Warrior King,110,Martial Arts
1246,Warrior King 2,103,Martial Arts
1247,Ip Man,108,Martial Arts
1248,Ip Man 2,109,Martial Arts
1249,Ip Man 3,105,Martial Arts
1250,Iron Monkey,90,Martial Arts
1251,"Crouching Tiger, Hidden Dragon: Sword of Destiny",105,Martial Arts
1252,Dragon Tiger Gate,96,Martial Arts
1253,Rashomon,88,Drama
1254,Ikiru,143,Drama
1255,Throne of Blood,110,Drama
1256,The Hidden Fortress,139,Adventure
1257,Yojimbo,110,Action
1258,Sanjuro,95,Action
1259,47 Ronin,132,Action
1260,47 Samurai,207,Action
1261,47 Ronin,127,Action
1262,The Tale of Osaka Castle,95,Action
1263,Whirlwind,108,Action
1264,Samurai Saga,111,Action
1265,Nippon tanjo,182,Fantasy
1266,Samurai I: Musashi Miyamoto,93,Action
1267,Samurai II: Duel at Ichijoji Temple,103,Action
1268,Samurai III: Duel at Ganryu Island,105,Action
1269,Ichi the Killer,128,Crime
1270,13 Assassins,125,Action
1271,Hara-Kiri: Death of a Samurai,126,Drama
1272,Zatoichi,116,Action
1273,Thor,114,Action
1274,Battleship,131,Action
1275,The Kingdom,109,Thriller
1276,Lone Survivor,121,War
1277,Deepwater Horizon,107,Disaster
1278,Boiling Point,96,Crime
1279,Outrage,109,Crime
1280,Beyond Outrage,112,Crime
1281,Battle Royale,113,Action
1282,The Fall of Ako Castle,158,Action
1283,Shogun's Samurai,130,Action
1284,Samurai Reincarnation,122,Action
1285,The Fast and the Furious: Tokyo Drift,104,Action
1286,The Bushido Blade,104,Action
1287,When the Last Sword Is Drawn,137,Drama
1288,Departures,130,Drama
1289,The Twilight Samurai,129,Drama
1290,The Hidden Blade,132,Drama
1291,Love and Honor,118,Drama
1292,Lone Wolf and Cub: Sword of Vengeance,83,Adventure
1293,Lone Wolf and Cub: Baby Cart at the River Styx,85,Adventure
1294,Lone Wolf and Cub: Baby Cart to Hades,89,Adventure
1295,Lone Wolf and Cub: Baby Cart in Peril,81,Adventure
1296,Lone Wolf and Cub: Baby Cart in the Land of Demons,89,Adventure
1297,Lone Wolf and Cub: White Heaven in Hell,84,Adventure
1298,Godzilla,96,Action
1299,King Kong vs. Godzilla,97,Action
1300,Mothra vs. Godzilla,88,Action
1301,District 13,86,Action
1302,District 13: Ultimatum,106,Action
1303,Taken,90,Thriller
1304,From Paris with Love,92,Thriller
1305,The Gunman,115,Thriller
1306,Mesrine Part 1: Killer Instinct,113,Crime
1307,Mesrine Part 2: Public Enemy Number 1,133,Crime
1308,Assault on Precinct 13,109,Thriller
1309,A Prophet,155,Crime
1310,Kung Fu Hustle,98,Martial Arts
1311,This Is England,102,Drama
1312,A Room for Romeo Brass,90,Drama
1313,Once Upon a Time in the Midlands,104,Romantic Comedy
1314,Dead Man's Shoes,90,Thriller
1315,The League of Gentlemen's Apocalypse,92,Comedy
1316,Down Terrace,93,Crime
1317,Kill List,95,Thriller
1318,Sightseers,85,Comedy
1319,A Field in England,91,Thriller
1320,High-Rise,119,Science Fiction
1321,Free Fire,90,Comedy
1322,Momentum,96,Thriller
1323,District 9,112,Science Fiction
1324,Elysium,109,Science Fiction
1325,Chappie,120,Science Fiction
1326,Slumdog Millionaire,120,Drama
1327,The Best Exotic Marigold Hotel,124,Comedy
1328,The Second Best Exotic Marigold Hotel,122,Comedy
1329,John Carter,132,Science Fiction
1330,Ironclad,121,History
1331,Solomon Kane,104,Adventure
1332,A Knight's Tale,132,Adventure
1333,Shallow Grave,92,Crime
1334,A Life Less Ordinary,103,Comedy
1335,28 Weeks Later,100,Horror
1336,127 Hours,93,Biography
1337,Trance,101,Crime
1338,Steve Jobs,122,Biography
1339,Life of Pi,127,Adventure
1340,Terminator Genisys,126,Science Fiction
1341,Maggie,95,Horror
1342,Sabotage,109,Crime
1343,Escape Plan,115,Action
1344,The Last Stand,107,Action
1345,Terminator Salvation,115,Science Fiction
1346,Collateral Damage,108,Action
1347,The 6th Day,124,Science Fiction
1348,End of Days,123,Horror
1349,Batman & Robin,125,Action
1350,Jingle All the Way,89,Family
1351,Junior,109,Comedy
1352,Total Recall,118,Science Fiction
1353,True Grit,110,Western
1354,Red Heat,103,Action
1355,Predator,107,Science Fiction
1356,Raw Deal,107,Action
1357,Commando,90,Action
1358,X-Men: The Last Stand,104,Action
1359,Red Sonja,89,Fantasy
1360,Conan the Destroyer,101,Fantasy
1361,Conan the Barbarian,129,Fantasy
1362,Conan the Barbarian,113,Fantasy
1363,Pumping Iron,85,Documentary
1364,Hercules in New York,91,Comedy
1365,3 Days to Kill,117,Thriller
1366,This Means War,97,Action
1367,We Are Marshall,131,Drama
1368,X-Men: First Class,132,Action
1369,Charlie's Angels,98,Action
1370,Charlie's Angels: Full Throttle,106,Action
1371,Kingsman: The Secret Service,129,Action
1372,Kick-Ass,117,Action
1373,Stardust,127,Fantasy
1374,Layer Cake,105,Crime
1375,Underworld,121,Action
1376,Underworld: Evolution,106,Action
1377,For a Few Dollars More,132,Western
1378,Once Upon a Time in the West,165,Western
1379,Once Upon a Time in America,229,Crime
1380,Underworld: Rise of the Lycans,92,Action
1381,Underworld: Awakening,89,Action
1382,Underworld: Blood Wars,91,Action
1383,Stargate,128,Science Fiction
1384,Under Siege,103,Action
1385,Bridge of Spies,141,Thriller
1386,Duel,89,Thriller
1387,Empire of the Sun,154,War
1388,Amistad,154,History
1389,A.I. Artificial Intelligence,146,Science Fiction
1390,Catch Me If You Can,141,Biography
1391,The Terminal,128,Comedy
1392,Lincoln,150,Biography
1393,Abraham Lincoln: Vampire Hunter,105,History
1394,The BFG,117,Family
1395,Day Watch,131,Fantasy
1396,Unbroken,137,Biography
1397,Inside Llewyn Davis,105,Drama
1398,Burn After Reading,96,Comedy
1399,No Country for Old Men,122,Crime
1400,The Ladykillers,104,Comedy
1401,The Ladykillers,97,Comedy
1402,The Big Lebowski,117,Comedy
1403,Miller's Crossing,115,Crime
1404,Outland,109,Science Fiction
1405,Outlander,115,Science Fiction
1406,Timecop,98,Science Fiction
1407,Kung Fu Panda 3,95,Animation
1408,Universal Soldier,102,Science Fiction
1409,Double Impact,107,Action
1410,Death Warrant,89,Action
1411,Kickboxer,103,Martial Arts
1412,Cyborg,82,Science Fiction
1413,Bloodsport,92,Martial Arts
1414,Brooklyn's Finest,132,Crime
1415,Full Metal Jacket,116,War
1416,Eyes Wide Shut,159,Drama
1417,The Shining,146,Horror
1418,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,94,Comedy
1419,Paths of Glory,88,War
1420,The Treasure of the Sierra Madre,126,Western
1421,Key Largo,101,Crime
1422,The Unforgiven,125,Western
1423,Unforgiven,131,Western
1424,The Big Sleep,116,Crime
1425,A Fistful of Dynamite,157,Western
1426,To Have and Have Not,100,Romance
1427,Murder on the Orient Express,131,Crime
1428,The Shootist,100,Western
1429,Flash Gordon,114,Science Fiction
1430,Unforgiven,135,Western
1431,Hang 'Em High,114,Western
1432,Coogan's Bluff,93,Action
1433,Where Eagles Dare,155,War
1434,Kelly's Heroes,146,War
1436,The Outlaw Josey Wales,135,Western
1437,Heartbreak Ridge,130,War
1438,The Dead Pool,91,Thriller
1439,Space Cowboys,130,Thriller
1440,Gran Torino,116,Drama
1441,Invictus,133,Sport
1442,American Sniper,132,Biography
1443,Sully,96,Biography
1444,J. Edgar,137,Biography
1445,Changeling,141,Biography
1446,Blade: Trinity,113,Action
1447,U.S. Marshals,131,Thriller
1448,Drop Zone,101,Action
1449,Demolition Man,115,Action
1450,Passenger 57,84,Action
1451,The Princess Bride,98,Fantasy
1452,The Long Riders,99,Western
1453,The Wild Bunch,143,Western
1454,American History X,119,Drama
1455,Convoy,112,Action
1456,Cross of Iron,133,War
1457,The Getaway,122,Crime
1458,Straw Dogs,117,Thriller
1459,Judgment at Nuremberg,179,Drama
1460,The Great Escape,172,War
1461,Zulu,139,History
1462,Lucky Number Slevin,110,Crime
1463,Star Trek Beyond,122,Science Fiction
1464,Star Trek Into Darkness,133,Science Fiction
1465,Star Trek,127,Science Fiction
1466,RoboCop,101,Science Fiction
1467,RoboCop,118,Science Fiction
1468,Clerks,92,Comedy
1469,Mallrats,94,Comedy
1470,Chasing Amy,113,Romantic Comedy
1471,Dogma,128,Comedy
1472,Bronson,92,Crime
1473,Drive,100,Crime
1474,Only God Forgives,90,Thriller
1475,Taxi Driver,113,Drama
1476,Mean Streets,112,Crime
1477,Cape Fear,105,Thriller
1478,"New York, New York",163,Musical
1479,The King of Comedy,109,Comedy
1480,The Color of Money,120,Drama
1481,The Last Temptation of Christ,162,Drama
1482,The Age of Innocence,139,Romance
1483,Silence,159,Drama
1484,The Wolf of Wall Street,179,Biography
1485,Hugo,126,Adventure
1486,Shutter Island,138,Thriller
1487,Zoolander,89,Comedy
1488,Labyrinth,101,Fantasy
1489,Willow,126,Fantasy
1490,Mad Max,93,Action
1491,Mad Max 2,96,Action
1492,Mad Max Beyond Thunderdome,107,Action
1493,Mad Max: Fury Road,120,Action
1494,Happy Feet Two,100,Animation
1495,Zoolander 2,102,Comedy
1496,Dune,136,Science Fiction
1497,Gods of Egypt,127,Fantasy
1498,The Nice Guys,116,Comedy
1499,Kiss Kiss Bang Bang,103,Comedy
1500,Independence Day: Resurgence,120,Science Fiction
1501,Ghostbusters,116,Comedy
1503,Jason Bourne,123,Thriller
1504,Sausage Party,88,Animation
1505,Scott Pilgrim vs. the World,112,Comedy
1506,Death Proof,114,Thriller
1507,Jackie Brown,154,Crime
1508,Inglourious Basterds,153,War
1509,Django Unchained,165,Western
1510,The Hateful Eight,168,Western
1511,Bill & Ted's Excellent Adventure,89,Adventure
1512,Bill & Ted's Bogus Journey,93,Adventure
1513,The Magnificent Seven,128,Western
1514,The Magnificent Seven,133,Western
1515,The Replacement Killers,87,Thriller
1516,Training Day,122,Crime
1517,Tears of the Sun,121,War
1518,King Arthur,142,Adventure
1519,Shooter,125,Action
1520,Olympus Has Fallen,119,Action
1521,The Equalizer,132,Thriller
1522,Southpaw,123,Drama
1523,Miss Peregrine's Home for Peculiar Children,127,Fantasy
1524,Mars Attacks!,106,Science Fiction
1525,Planet of the Apes,120,Science Fiction
1526,Big Fish,125,Fantasy
1527,Dark Shadows,113,Comedy
1528,Watchmen,163,Action
1529,Man of Steel,143,Action
1530,Sucker Punch,109,Action
1531,Dawn of the Dead,100,Horror
1532,Jack Reacher: Never Go Back,118,Thriller
1533,Jack Reacher,130,Thriller
1534,The Way of the Gun,119,Action
1535,Fantastic Beasts and Where to Find Them,133,Fantasy
1536,Moana,107,Animation
1537,Bad Santa,91,Comedy
1538,Bad Santa 2,92,Comedy
1539,Rogue One: A Star Wars Story,133,Science Fiction
1540,Passengers,116,Science Fiction
1541,The Imitation Game,114,Biography
1542,Ex Machina,108,Science Fiction
1543,Anna Karenina,130,Romance
1544,Anna Karenina,108,Romance
1545,Godzilla,123,Action
1546,Chocolat,121,Romance
1547,The English Patient,162,Romance
1548,Near Dark,95,Horror
1549,Blue Steel,101,Action
1550,Point Break,122,Action
1551,Point Break,114,Action
1552,Invincible,104,Sport
1553,Strange Days,145,Science Fiction
1554,K-19: The Widowmaker,138,Thriller
1555,The Hurt Locker,131,War
1556,Zero Dark Thirty,157,Thriller
1557,"Lock, Stock and Two Smoking Barrels",106,Crime
1558,Snatch,102,Crime
1559,Revolver,110,Crime
1560,RocknRolla,114,Crime
1561,Sherlock Holmes: A Game of Shadows,129,Action
1562,The Man from U.N.C.L.E.,116,Action
1563,Prometheus,124,Science Fiction
1564,Legend,125,Fantasy
1565,Black Rain,125,Thriller
1566,Thelma & Louise,129,Adventure
1567,1492: Conquest of Paradise,142,Adventure
1568,G.I. Jane,124,War
1569,Matchstick Men,116,Crime
1570,Body of Lies,128,Action
1571,Robin Hood,140,Adventure
1572,The Counsellor,118,Thriller
1573,Exodus: Gods and Kings,150,Adventure
1574,Twilight,121,Awful
1575,The Girl with the Dragon Tattoo,153,Thriller
1577,Dead Man Down,117,Crime
1578,The Girl Who Played with Fire,129,Thriller
1579,The Girl Who Kicked the Hornets' Nest,147,Thriller
1580,The Girl with the Dragon Tattoo,158,Thriller
1581,John Wick,101,Action
1582,The Seventh Seal,96,Drama
1583,The Revenant,156,Adventure
1584,Birdman,119,Comedy
1585,21 Grams,124,Drama
1586,Ted,106,Comedy
1587,Ted 2,115,Comedy
1588,A Million Ways to Die in the West,116,Comedy
1589,Hansel & Gretel: Witch Hunters,88,Action
1590,There Will Be Blood,158,Drama
1591,Punch-Drunk Love,95,Romance
1592,The Master,137,Drama
1593,Inherent Vice,149,Crime
1594,Boogie Nights,155,Drama
1595,Innerspace,120,Science Fiction
1596,Gremlins 2: The New Batch,106,Comedy
1597,The Punisher,123,Action
1599,The Theory of Everything,123,Biography
1600,Looper,118,Science Fiction
1601,12 Years a Slave,134,Biography
1602,Prisoners,153,Thriller
1603,Cowboys & Aliens,118,Science Fiction
1604,Knight and Day,110,Action
1605,Man on Wire,94,Documentary
1606,The Danish Girl,119,Biography
1607,Jupiter Ascending,127,Science Fiction
1608,Black Death,101,Adventure
1609,The Other Boleyn Girl,115,Drama
1610,Mandela: Long Walk to Freedom,146,Biography
1612,Les Misérables,158,Musical
1613,The King's Speech,119,Biography
1614,Sicario,121,Thriller
1615,Edge of Tomorrow,113,Science Fiction
1616,The Adjustment Bureau,106,Science Fiction
1617,The Wolfman,103,Horror
1618,Charlie Wilson's War,100,Comedy
1619,Sin City: A Dame to Kill For,102,Action
1620,Shame,101,Drama
1621,Ant-Man,117,Action
1622,3:10 to Yuma,122,Western
1623,3:10 to Yuma,92,Western
1624,The Wolverine,126,Action
1625,Rush,122,Sport
1626,Solaris,98,Science Fiction
1627,Magic Mike,110,Drama
1628,The Three Musketeers,105,Adventure
1629,Mr. Holland's Opus,143,Drama
1630,The Mighty Ducks,101,Comedy
1631,Young Guns,103,Western
1632,Young Guns II: Blaze of Glory,104,Western
1633,The Lost Boys,98,Horror
1634,Flatliners,115,Horror
1635,21 Jump Street,109,Comedy
1636,Cloudy with a Chance of Meatballs,90,Animation
1637,Anastasia,105,Drama
1638,Hot Rod,88,Comedy
1639,Cloudy with a Chance of Meatballs 2,95,Animation
1640,The Lego Movie,100,Animation
1641,Bad Boys,119,Action
1642,22 Jump Street,112,Comedy
1643,Ice Age: Collision Course,94,Animation
1644,The Eagle,114,Adventure
1645,The Last King of Scotland,123,Drama
1646,Centurion,97,Adventure
1647,Jason and the Argonauts,101,Fantasy
1648,Pete's Dragon,134,Fantasy
1649,Pete's Dragon,102,Fantasy
1650,One Million Years B.C.,100,Adventure
1651,The Three Musketeers,105,Adventure
1652,The Return of the Musketeers,102,Adventure
1653,Superman III,125,Action
1654,The Four Musketeers,108,Adventure
1655,Fantastic Voyage,100,Science Fiction
1656,Julius Caesar,116,History
1657,Othello,165,Drama
1658,Julius Caesar,121,History
1659,Othello,91,Drama
1660,King Solomon's Mines,100,Adventure
1661,King Solomon's Mines,80,Adventure
1662,East of Eden,117,Drama
1663,Giant,201,Western
1664,Rebel Without a Cause,111,Drama
1665,Miracle on 34th Street,114,Family
1666,Gentleman's Agreement,118,Drama
1667,Viva Zapata!,113,Biography
1668,On the Waterfront,108,Crime
1669,Ice Cold in Alex,130,War
1670,The Diary of Anne Frank,180,Drama
1671,The Greatest Story Ever Told,260,Drama
1672,A Place in the Sun,122,Drama
1673,The Talk of the Town,118,Comedy
1674,Samson and Delilah,128,Drama
1675,The NeverEnding Story,93,Fantasy
1676,Enemy Mine,108,Science Fiction
1677,In the Line of Fire,128,Thriller
1678,Outbreak,128,Thriller
